,property_id,block_id,seating_type,clue_small_area,trading_name,x_coordinate,y_coordinate,industry_anzsic4_description
340,105895,67,Indoor,Melbourne (CBD),Shanghai Village,144.9690756,-37.81124441,Cafes and Restaurants
343,109330,243,Indoor,Carlton,China Style ,144.9636423,-37.8006201,Cafes and Restaurants
345,573290,205,Indoor,Carlton,Nori Sushi,144.9647653,-37.79899938,Cafes and Restaurants
347,101052,240,Indoor,Carlton,Haymarket Place,144.9589985,-37.80052523,Cafes and Restaurants
348,110690,113,Indoor,Melbourne (CBD),Simply Spanish,144.9572395,-37.80745984,Cafes and Restaurants
350,105937,33,Indoor,Melbourne (CBD),Syracuse Restaurant - Bar ,144.9600859,-37.81638558,Cafes and Restaurants
351,604124,1108,Indoor,Docklands,Squires Loft Dockland,144.943969,-37.81927362,Cafes and Restaurants
352,109297,65,Indoor,Melbourne (CBD),Nelayan,144.9646021,-37.81201046,Cafes and Restaurants
353,627248,747,Indoor,Southbank,Restuarant Ayams Chef,144.9679591,-37.82998246,Cafes and Restaurants
354,109706,424,Indoor,West Melbourne (Residential),Warung Agus,144.9513664,-37.80562951,Cafes and Restaurants
356,103306,95,Indoor,Melbourne (CBD),Gloria Jeans,144.9614515,-37.80977165,Cafes and Restaurants
357,106234,247,Indoor,Carlton,Ghans House,144.9672175,-37.80175883,Cafes and Restaurants
358,110759,83,Indoor,Melbourne (CBD),The Mint Bar & Restaurant,144.9573609,-37.81209045,Cafes and Restaurants
359,603923,78,Indoor,Melbourne (CBD),Madame's Kitchen,144.9707325,-37.8091842,Cafes and Restaurants
360,620314,1110,Outdoor,Docklands,Healthy Habits,144.9378299,-37.81315031,Cafes and Restaurants
363,102143,35,Indoor,Melbourne (CBD),Runya's Room,144.9648999,-37.81536587,Cafes and Restaurants
365,110335,801,Outdoor,Southbank,Left Bank Melbourne,144.9628914,-37.8210403,Cafes and Restaurants
368,573414,1108,Indoor,Docklands,Black Cod,144.9451224,-37.81888389,Cafes and Restaurants
369,108632,759,Indoor,Melbourne (Remainder),Commodity Cafe ,144.977677,-37.83949217,Cafes and Restaurants
370,106091,254,Outdoor,Carlton,Universal Pizza,144.9660865,-37.80384773,Cafes and Restaurants
371,103997,12,Outdoor,Melbourne (CBD),Riverside Deli & Coffee House,144.9582721,-37.81974184,Cafes and Restaurants
374,108646,724,Outdoor,Melbourne (Remainder),Shuji Sushi,144.9798191,-37.8455379,Cafes and Restaurants
375,623559,804,Indoor,Southbank,Dock 37,144.9523782,-37.82539976,Cafes and Restaurants
376,104014,15,Indoor,Melbourne (CBD),Alice Nevins,144.9665517,-37.81724878,Cafes and Restaurants
378,109418,26,Outdoor,Melbourne (CBD),Starbucks,144.9674304,-37.81584777,Cafes and Restaurants
379,110690,113,Indoor,Melbourne (CBD),Cafe Victoria,144.9572395,-37.80745984,Cafes and Restaurants
381,106321,524,Indoor,Kensington,Grounded House A Coffee Place,144.9294451,-37.79458129,Cafes and Restaurants
382,105746,85,Indoor,Melbourne (CBD),Frozen by a Thousand Blessings,144.9630189,-37.81073331,Cafes and Restaurants
383,602256,571,Outdoor,Kensington,Rye Cafe,144.9155212,-37.78257294,Cafes and Restaurants
384,101248,257,Indoor,Carlton,Cafe Tre Sette,144.9616994,-37.80322367,Cafes and Restaurants
385,101124,47,Indoor,Melbourne (CBD),Da Rin,144.9685632,-37.81294598,Cafes and Restaurants
386,589841,76,Indoor,Melbourne (CBD),Schnitz QV,144.9657034,-37.810658,Cafes and Restaurants
388,103101,216,Outdoor,Carlton,Cafe Lua,144.969295,-37.79757961,Cafes and Restaurants
389,578096,1105,Outdoor,Docklands,Asuka Sushi,144.9502584,-37.81864992,Cafes and Restaurants
390,108232,226,Indoor,Carlton,Fu Lu Chinese Cafe,144.9711594,-37.79532263,Cafes and Restaurants
391,616049,2524,Outdoor,Kensington,The Corner On Bellair ,144.9299154,-37.79353782,Cafes and Restaurants
392,102073,26,Indoor,Melbourne (CBD),Urban Express,144.9687553,-37.81543178,Cafes and Restaurants
394,573327,1109,Outdoor,Docklands,Steakhouse 66,144.9406594,-37.8149263,Cafes and Restaurants
396,103176,34,Outdoor,Melbourne (CBD),This Side of Paradise,144.9634979,-37.81592157,Cafes and Restaurants
398,106104,246,Indoor,Carlton,Chocolateria San Churro,144.9664856,-37.80156205,Cafes and Restaurants
399,612820,52,Outdoor,Melbourne (CBD),Roll'D Vietnamese Kitchen ,144.9573923,-37.81531863,Cafes and Restaurants
400,560001,1109,Outdoor,Docklands,Rejuice Bar & Cafe,144.9412614,-37.81460533,Cafes and Restaurants
401,110535,785,Outdoor,Port Melbourne,Pier 35 Bar & Grill,144.9052161,-37.82483593,Cafes and Restaurants
402,108026,256,Indoor,Carlton,The Queensberry Pour House,144.9620274,-37.80421363,Cafes and Restaurants
403,106114,206,Outdoor,Carlton,Il Cantuccio Restaurant,144.9666464,-37.80043187,Cafes and Restaurants
404,599505,1103,Outdoor,Docklands,Kollabo,144.947217,-37.81817241,Cafes and Restaurants
407,106106,246,Indoor,Carlton,Cafe Cavallino,144.9664496,-37.80128848,Cafes and Restaurants
408,111175,803,Indoor,Southbank,Rock Pool Bar & Grill,144.9586604,-37.82312164,Cafes and Restaurants
411,109318,105,Indoor,Melbourne (CBD),The Vine Coffee Roasters,144.9626932,-37.80826292,Cafes and Restaurants
412,592858,258,Outdoor,Carlton,Bar Scopa ,144.9602088,-37.80290295,Cafes and Restaurants
413,593697,613,Outdoor,East Melbourne,Gourmet Pizza Bar,144.9856254,-37.81004657,Cafes and Restaurants
415,103592,17,Indoor,Melbourne (CBD),The French Brasserie,144.9717262,-37.81546152,Cafes and Restaurants
416,105726,72,Outdoor,Melbourne (CBD),Donoghue's ,144.9560169,-37.8134766,Cafes and Restaurants
417,108627,720,Indoor,Melbourne (Remainder),Tokyo Sushi Kitchen,144.9770428,-37.83774553,Cafes and Restaurants
418,559514,265,Indoor,Carlton,Cafe Crema,144.9635132,-37.80555235,Cafes and Restaurants
419,109209,921,Indoor,Parkville,University High School Canteen,144.9560633,-37.79746671,Cafes and Restaurants
420,102135,34,Indoor,Melbourne (CBD),Sambal Kampung,144.962689,-37.81601764,Cafes and Restaurants
421,578325,6,Outdoor,Melbourne (CBD),Arintji,144.9699175,-37.81784465,Cafes and Restaurants
422,110654,67,Outdoor,Melbourne (CBD),Subway,144.9694844,-37.81044353,Cafes and Restaurants
423,573327,1109,Indoor,Docklands,Steakhouse 66,144.9406594,-37.8149263,Cafes and Restaurants
426,614000,659,Indoor,Melbourne (Remainder),Delaware North Companies Australia Pty Ltd,144.9803771,-37.82181585,Cafes and Restaurants
427,103233,114,Outdoor,Melbourne (CBD),Cafe Scaletti,144.9597917,-37.80760291,Cafes and Restaurants
428,101212,57,Indoor,Melbourne (CBD),Palsaik,144.9685359,-37.81206119,Cafes and Restaurants
429,616011,2524,Indoor,Kensington,Jerry's Burgers 'n' Fries,144.9299704,-37.79424521,Cafes and Restaurants
430,609314,1102,Outdoor,Docklands,Cafe 198,144.9449612,-37.81396231,Cafes and Restaurants
431,102098,23,Indoor,Melbourne (CBD),Cafe 417,144.9608681,-37.81746814,Cafes and Restaurants
434,108645,760,Indoor,Melbourne (Remainder),Ai Sushi ,144.9793123,-37.84459479,Cafes and Restaurants
435,575820,802,Indoor,Southbank,McDonald's,144.962154,-37.82167834,Cafes and Restaurants
437,102168,38,Indoor,Melbourne (CBD),McDonald's,144.9727083,-37.81342593,Cafes and Restaurants
439,105311,61,Indoor,Melbourne (CBD),Sud,144.9548584,-37.81514931,Cafes and Restaurants
440,107697,274,Indoor,Carlton,Carlton Cafe,144.9613973,-37.78509079,Cafes and Restaurants
441,106129,206,Indoor,Carlton,La Parisienne Pates,144.9668266,-37.79954259,Cafes and Restaurants
442,102268,58,Outdoor,Melbourne (CBD),Becco,144.9710142,-37.81143018,Cafes and Restaurants
443,102073,26,Indoor,Melbourne (CBD),Yak Italian Kitchen & Bar,144.9687553,-37.81543178,Cafes and Restaurants
444,106224,247,Indoor,Carlton,Alpino Restaurant,144.9671843,-37.80103476,Cafes and Restaurants
445,597186,44,Indoor,Melbourne (CBD),Famish'd,144.9629442,-37.81491502,Cafes and Restaurants
446,109532,862,Outdoor,South Yarra,Bistro Gitan,144.9793098,-37.83713808,Cafes and Restaurants
448,109698,434,Indoor,West Melbourne (Residential),Common Ground Coffee,144.9539596,-37.80587196,Cafes and Restaurants
451,103247,362,Indoor,North Melbourne,Classic Curry Company,144.958143,-37.80439444,Cafes and Restaurants
452,597190,803,Outdoor,Southbank,The Fat Duck,144.9586604,-37.82312164,Cafes and Restaurants
453,110734,752,Outdoor,Southbank,Sake Restaurant & Bar,144.9682264,-37.82094188,Cafes and Restaurants
456,102686,217,Indoor,Carlton,Masani's Italian Dinning & Terrace ,144.968492,-37.79837995,Cafes and Restaurants
458,108591,47,Outdoor,Melbourne (CBD),Postal Hall,144.9689753,-37.81350285,Cafes and Restaurants
459,110537,804,Indoor,Southbank,The Boatbuilders Yard,144.9534995,-37.82437522,Cafes and Restaurants
460,589841,76,Outdoor,Melbourne (CBD),Mad Mex,144.9657034,-37.810658,Cafes and Restaurants
461,101660,208,Outdoor,Carlton,Le Miel Et Le Lune,144.9663778,-37.79685803,Cafes and Restaurants
462,110551,781,Indoor,Port Melbourne,Cafe Port IT ,144.9253775,-37.82304058,Cafes and Restaurants
465,103956,12,Indoor,Melbourne (CBD),B3 Cafe,144.957712,-37.81937993,Cafes and Restaurants
466,100167,104,Outdoor,Melbourne (CBD),I Love Dumplings,144.9599969,-37.80914342,Cafes and Restaurants
467,103612,87,Indoor,Melbourne (CBD),B &B' Guette Cafe,144.9687626,-37.80879339,Cafes and Restaurants
468,107528,359,Indoor,North Melbourne,Table By S,144.9566619,-37.80444772,Cafes and Restaurants
469,105832,57,Indoor,Melbourne (CBD),Meiji Japanese Cafe,144.9693399,-37.81146308,Cafes and Restaurants
470,101200,56,Outdoor,Melbourne (CBD),Gloria Jean's Coffees,144.9662952,-37.81272047,Cafes and Restaurants
471,611569,615,Indoor,East Melbourne,Zouki Cafe,144.9841619,-37.81229599,Cafes and Restaurants
473,103613,87,Indoor,Melbourne (CBD),65 Degrees ,144.9687244,-37.80874125,Cafes and Restaurants
474,110606,753,Indoor,Southbank,The Deck,144.9662623,-37.82066923,Cafes and Restaurants
477,627248,747,Outdoor,Southbank,Manchipster Fish And Burger Bar,144.9679591,-37.82998246,Cafes and Restaurants
478,611367,1108,Outdoor,Docklands,In A Rush Docklands ,144.9457644,-37.82205739,Cafes and Restaurants
480,105746,85,Outdoor,Melbourne (CBD),Theobroma Chocolate Lounge,144.9630189,-37.81073331,Cafes and Restaurants
481,108847,1101,Indoor,Docklands,Code 3,144.9509981,-37.81379938,Cafes and Restaurants
482,104669,64,Outdoor,Melbourne (CBD),Max Bar & Restaurant,144.9612623,-37.81339488,Cafes and Restaurants
483,102168,38,Outdoor,Melbourne (CBD),McDonald's,144.9727083,-37.81342593,Cafes and Restaurants
485,612757,217,Indoor,Carlton,The Vertue of the Coffee Drink,144.9683873,-37.79769784,Cafes and Restaurants
487,102155,37,Outdoor,Melbourne (CBD),Elements Catering (Kiosk),144.9693797,-37.81398457,Cafes and Restaurants
488,101109,48,Outdoor,Melbourne (CBD),Lanes Edge Cafe,144.9720472,-37.81193572,Cafes and Restaurants
489,110438,746,Indoor,Southbank,Cafe Clicquot,144.9662961,-37.83070462,Cafes and Restaurants
490,105829,58,Indoor,Melbourne (CBD),Kri Kri Restaurant,144.9715059,-37.81083595,Cafes and Restaurants
491,611367,1108,Outdoor,Docklands,Elements Cafe ,144.9457644,-37.82205739,Cafes and Restaurants
496,573925,1109,Indoor,Docklands,Cargo Cafe & Bar,144.9414051,-37.8153411,Cafes and Restaurants
497,616022,2524,Indoor,Kensington,The Premises Espresso,144.9301769,-37.79426147,Cafes and Restaurants
498,589841,76,Indoor,Melbourne (CBD),Grill'd (QV),144.9657034,-37.810658,Cafes and Restaurants
499,105878,66,Indoor,Melbourne (CBD),By Korea,144.965603,-37.81213633,Cafes and Restaurants
500,609479,1108,Outdoor,Docklands,Coffee Gauge,144.9441447,-37.82029136,Cafes and Restaurants
501,103244,362,Indoor,North Melbourne,BBQ Brothers 10,144.9581233,-37.80460732,Cafes and Restaurants
504,563936,263,Indoor,Carlton,Brother Dough,144.9606673,-37.80607064,Cafes and Restaurants
505,616030,2524,Indoor,Kensington,Spinifex Cafe / Bakery,144.9300585,-37.79405204,Cafes and Restaurants
506,641556,61,Outdoor,Melbourne (CBD),Pho 24,144.9535531,-37.8153588,Cafes and Restaurants
507,102503,861,Outdoor,South Yarra,Botanical Hotel,144.9816996,-37.83431735,Cafes and Restaurants
509,611367,1108,Indoor,Docklands,Volume Cafe,144.9457644,-37.82205739,Cafes and Restaurants
510,100729,33,Outdoor,Melbourne (CBD),Curry Vault ,144.9605225,-37.81642893,Cafes and Restaurants
511,602997,47,Indoor,Melbourne (CBD),Urban Deli SX1,144.9701092,-37.81281453,Cafes and Restaurants
512,650593,84,Indoor,Melbourne (CBD),Raw Trader,144.9609484,-37.81131629,Cafes and Restaurants
513,109270,35,Indoor,Melbourne (CBD),Crossways Food For Life,144.9658852,-37.81482941,Cafes and Restaurants
514,111175,803,Indoor,Southbank,Gochi,144.9586604,-37.82312164,Cafes and Restaurants
515,109268,35,Indoor,Melbourne (CBD),30ml Coffee,144.9657774,-37.81507697,Cafes and Restaurants
516,573401,1103,Indoor,Docklands,90 Secondi,144.9493733,-37.81733574,Cafes and Restaurants
517,598268,91,Indoor,West Melbourne (Residential),Komegashi,144.9536295,-37.81236188,Cafes and Restaurants
518,104449,246,Outdoor,Carlton,Roy's Cafe,144.9656241,-37.80080042,Cafes and Restaurants
519,110843,1101,Outdoor,Docklands,Coffee Rush,144.951187,-37.81501701,Cafes and Restaurants
520,103605,67,Indoor,Melbourne (CBD),Dumpling Restaurant,144.9695206,-37.81051104,Cafes and Restaurants
521,110669,34,Outdoor,Melbourne (CBD),Fugazza,144.9629844,-37.81570426,Cafes and Restaurants
522,110669,34,Indoor,Melbourne (CBD),Madame Squint,144.9629844,-37.81570426,Cafes and Restaurants
523,101137,46,Indoor,Melbourne (CBD),Starbucks,144.9665978,-37.81376503,Cafes and Restaurants
524,108441,432,Outdoor,West Melbourne (Residential),Rosslyn Pizzeria,144.9524041,-37.80751845,Cafes and Restaurants
525,105844,54,Indoor,Melbourne (CBD),Tipo 00,144.9619926,-37.81358648,Cafes and Restaurants
526,105956,44,Indoor,Melbourne (CBD),STREAT,144.9617411,-37.81560573,Cafes and Restaurants
527,101204,56,Indoor,Melbourne (CBD),Mr Ramen San,144.9672768,-37.8124312,Cafes and Restaurants
528,101165,41,Indoor,Melbourne (CBD),School of Life,144.9541004,-37.81721781,Cafes and Restaurants
529,105937,33,Indoor,Melbourne (CBD),Little Colin,144.9600859,-37.81638558,Cafes and Restaurants
530,101203,56,Indoor,Melbourne (CBD),Flavour Town Hot Pot,144.967177,-37.81265943,Cafes and Restaurants
534,602997,47,Outdoor,Melbourne (CBD),Mabrown Curry House,144.9701092,-37.81281453,Cafes and Restaurants
535,603923,78,Outdoor,Melbourne (CBD),Roll'd Lonsdale Street,144.9707325,-37.8091842,Cafes and Restaurants
536,106233,247,Outdoor,Carlton,Carmine's Bistro,144.9672291,-37.80169334,Cafes and Restaurants
537,109996,618,Indoor,East Melbourne,Laurent - Boulangerie Patisserie,144.9848341,-37.81608793,Cafes and Restaurants
538,105746,85,Outdoor,Melbourne (CBD),Frozen by a Thousand Blessings,144.9630189,-37.81073331,Cafes and Restaurants
540,105432,646,Outdoor,East Melbourne,Cafe Lansdowne,144.9781229,-37.80904405,Cafes and Restaurants
542,102061,28,Indoor,Melbourne (CBD),No35,144.9726281,-37.81430616,Cafes and Restaurants
543,632898,1103,Indoor,Docklands,Tukk & Co,144.9490176,-37.81792089,Cafes and Restaurants
545,623559,804,Indoor,Southbank,Citizen Cafe,144.9523782,-37.82539976,Cafes and Restaurants
546,104450,245,Outdoor,Carlton,Rakuzen Simple Japanese ,144.9651037,-37.80077102,Cafes and Restaurants
547,110655,6,Indoor,Melbourne (CBD),Riverland Bar,144.9689349,-37.81865919,Cafes and Restaurants
548,109418,26,Outdoor,Melbourne (CBD),Allegro Restaurant,144.9674304,-37.81584777,Cafes and Restaurants
549,108116,14,Indoor,Melbourne (CBD),Bond Street Kitchen,144.9625773,-37.81829599,Cafes and Restaurants
550,105929,34,Outdoor,Melbourne (CBD),Souperman,144.9632938,-37.81554941,Cafes and Restaurants
551,602733,786,Outdoor,Port Melbourne,Ootoro,144.920988,-37.82600955,Cafes and Restaurants
552,105606,354,Outdoor,North Melbourne,Di Bella Coffee,144.9505945,-37.80447359,Cafes and Restaurants
553,101171,51,Outdoor,Melbourne (CBD),Madras Banyan Tree,144.9553253,-37.81622847,Cafes and Restaurants
554,618854,1110,Indoor,Docklands,Cafe Bourgeois,144.9411967,-37.81308483,Cafes and Restaurants
555,105726,72,Indoor,Melbourne (CBD),Donoghue's ,144.9560169,-37.8134766,Cafes and Restaurants
556,106230,247,Outdoor,Carlton,Front Cooking School,144.9672606,-37.80151178,Cafes and Restaurants
557,105870,64,Indoor,Melbourne (CBD),Blok M Express,144.9613283,-37.81354346,Cafes and Restaurants
558,615281,2546,Outdoor,Kensington,Luncheonette Cafe ,144.9311131,-37.79436218,Cafes and Restaurants
559,102092,24,Indoor,Melbourne (CBD),Cafenatics 367,144.9624418,-37.81728432,Cafes and Restaurants
560,573414,1108,Indoor,Docklands,Sushi Wang,144.9451224,-37.81888389,Cafes and Restaurants
561,589841,76,Outdoor,Melbourne (CBD),Plantation Speciality Coffee Roasters,144.9657034,-37.810658,Cafes and Restaurants
562,108818,54,Indoor,Melbourne (CBD),The Little Mule Cafe,144.9623885,-37.81379815,Cafes and Restaurants
564,578981,93,Indoor,Melbourne (CBD),Operator 25,144.9571621,-37.81071591,Cafes and Restaurants
566,560266,773,Outdoor,Docklands,Zen Izakaya,144.946356,-37.82488026,Cafes and Restaurants
567,518847,256,Outdoor,Carlton,Kaprica,144.9627813,-37.80336259,Cafes and Restaurants
568,103086,223,Indoor,Carlton,Abla's Restaurant,144.9710582,-37.79776853,Cafes and Restaurants
569,609480,1108,Indoor,Docklands,D G Expresso,144.9434599,-37.82044558,Cafes and Restaurants
570,110095,42,Indoor,Melbourne (CBD),Simply Spanish,144.9578132,-37.81636534,Cafes and Restaurants
571,108982,38,Indoor,Melbourne (CBD),Coffee Exchange,144.9731836,-37.81260039,Cafes and Restaurants
572,110762,24,Outdoor,Melbourne (CBD),Cafe On Collins,144.9638231,-37.81662708,Cafes and Restaurants
574,109318,105,Outdoor,Melbourne (CBD),Chan Charlie Chan,144.9626932,-37.80826292,Cafes and Restaurants
575,566659,51,Indoor,Melbourne (CBD),Hirize Bakery Cafe,144.9532987,-37.81625435,Cafes and Restaurants
579,101789,25,Indoor,Melbourne (CBD),Cafe Issus,144.9655966,-37.8166033,Cafes and Restaurants
580,103919,18,Outdoor,Melbourne (CBD),Cocoa Espresso,144.9722399,-37.81514512,Cafes and Restaurants
581,109418,26,Indoor,Melbourne (CBD),Caboose Canteen,144.9674304,-37.81584777,Cafes and Restaurants
582,110326,801,Indoor,Southbank,World Restaurant & Bar,144.9633758,-37.82092509,Cafes and Restaurants
584,110010,607,Indoor,East Melbourne,Hard Pressed,144.987555,-37.81637751,Cafes and Restaurants
585,108102,64,Indoor,Melbourne (CBD),Goodovening,144.9604697,-37.81352285,Cafes and Restaurants
586,110843,1101,Indoor,Docklands,Schnitz,144.951187,-37.81501701,Cafes and Restaurants
589,592858,258,Indoor,Carlton,Bar Scopa ,144.9602088,-37.80290295,Cafes and Restaurants
591,104450,245,Outdoor,Carlton,Rice Bar Not Only Rice,144.9651037,-37.80077102,Cafes and Restaurants
592,611367,1108,Indoor,Docklands,Rhumba's At Docklands,144.9457644,-37.82205739,Cafes and Restaurants
593,101200,56,Indoor,Melbourne (CBD),Spicy Fish Restaurant,144.9662952,-37.81272047,Cafes and Restaurants
594,106108,246,Indoor,Carlton,Leyalina,144.9664967,-37.80114228,Cafes and Restaurants
595,105439,87,Indoor,Melbourne (CBD),Shuji Sushi,144.9684259,-37.80864972,Cafes and Restaurants
596,103168,14,Indoor,Melbourne (CBD),Snack Delight,144.9644466,-37.81771534,Cafes and Restaurants
597,106195,217,Indoor,Carlton,Seasalt Fish & Sushi Bar,144.9676437,-37.79828024,Cafes and Restaurants
598,109418,26,Outdoor,Melbourne (CBD),Brunetti City Square ,144.9674304,-37.81584777,Cafes and Restaurants
600,102155,37,Indoor,Melbourne (CBD),Elements Catering (Kiosk),144.9693797,-37.81398457,Cafes and Restaurants
601,104026,17,Indoor,Melbourne (CBD),Pastuso,144.9711544,-37.81600001,Cafes and Restaurants
602,103394,345,Outdoor,North Melbourne,The Hot Poppy,144.9489706,-37.80473152,Cafes and Restaurants
603,101202,56,Indoor,Melbourne (CBD),Satu Produk Durian,144.9668768,-37.81259409,Cafes and Restaurants
