,property_id,block_id,seating_type,clue_small_area,trading_name,x_coordinate,y_coordinate,industry_anzsic4_description
1829,110734,752,Outdoor,Southbank,Teatro,144.9682264,-37.82094188,Cafes and Restaurants
1830,105746,85,Outdoor,Melbourne (CBD),Equinox Bar Restaurant,144.9630189,-37.81073331,Cafes and Restaurants
1831,106149,207,Indoor,Carlton,Milk The Cow,144.9671258,-37.79777439,Cafes and Restaurants
1832,110606,753,Outdoor,Southbank,Pure South,144.9662623,-37.82066923,Cafes and Restaurants
1833,109318,105,Indoor,Melbourne (CBD),Roll'D RMIT,144.9626932,-37.80826292,Cafes and Restaurants
1834,109268,35,Outdoor,Melbourne (CBD),Thai Viet,144.9657774,-37.81507697,Cafes and Restaurants
1835,102505,861,Indoor,South Yarra,Domain Brasserie,144.9820364,-37.83431435,Cafes and Restaurants
1837,110606,753,Indoor,Southbank,Hophaus,144.9662623,-37.82066923,Cafes and Restaurants
1838,105369,82,Indoor,Melbourne (CBD),Russells Old Corner Shop Luncheon Room,144.9542466,-37.8125542,Cafes and Restaurants
1841,110433,748,Indoor,Southbank,Nashi ,144.9702153,-37.82981139,Cafes and Restaurants
1842,103923,17,Outdoor,Melbourne (CBD),Cafe Kinetic,144.9709643,-37.81556733,Cafes and Restaurants
1843,101152,43,Outdoor,Melbourne (CBD),Cafe Felice,144.9601886,-37.81547268,Cafes and Restaurants
1844,109822,357,Indoor,North Melbourne,Prudence Bar,144.9540548,-37.80543619,Cafes and Restaurants
1846,104011,15,Indoor,Melbourne (CBD),II Tempo Bar,144.9659973,-37.81752037,Cafes and Restaurants
1847,106087,254,Indoor,Carlton,Mercadante Pizza,144.9660342,-37.80408996,Cafes and Restaurants
1848,111060,252,Indoor,Carlton,Thai City Restaurant,144.9666993,-37.80443778,Cafes and Restaurants
1849,105480,94,Indoor,Melbourne (CBD),La Trobe Cafe,144.9591368,-37.8107204,Cafes and Restaurants
1850,580629,655,Outdoor,East Melbourne,Mugs Alley,144.9759275,-37.81642072,Cafes and Restaurants
1851,105746,85,Outdoor,Melbourne (CBD),Chilli India,144.9630189,-37.81073331,Cafes and Restaurants
1852,109839,361,Indoor,North Melbourne,Melbourne Toodouri,144.9577237,-37.80583959,Cafes and Restaurants
1853,106209,218,Indoor,Carlton,Donnini's ,144.9675104,-37.79953749,Cafes and Restaurants
1855,106247,252,Outdoor,Carlton,La Notte Restaurant,144.9667231,-37.803783,Cafes and Restaurants
1856,110362,811,Indoor,Southbank,Dee Casa,144.9635826,-37.82348388,Cafes and Restaurants
1857,110326,801,Outdoor,Southbank,World Restaurant & Bar,144.9633758,-37.82092509,Cafes and Restaurants
1860,102081,25,Outdoor,Melbourne (CBD),Ganache Chocolate Lounge,144.9658313,-37.81606673,Cafes and Restaurants
1861,108843,1,Indoor,Melbourne (CBD),Vista Fiyme,144.9563969,-37.8213142,Cafes and Restaurants
1862,105456,83,Indoor,Melbourne (CBD),Quanjude Restaurant ,144.9586601,-37.81145082,Cafes and Restaurants
1863,105698,65,Indoor,Melbourne (CBD),Becasse Bakery,144.9638386,-37.81245199,Cafes and Restaurants
1864,102052,271,Indoor,Parkville,Sage & Grace Cafe,144.9605953,-37.79301958,Cafes and Restaurants
1865,108588,47,Indoor,Melbourne (CBD),Ba'get,144.9685948,-37.81316722,Cafes and Restaurants
1866,101172,52,Indoor,Melbourne (CBD),Welcome India,144.9561073,-37.81571393,Cafes and Restaurants
1867,101098,35,Outdoor,Melbourne (CBD),Olio Cucina,144.9644662,-37.81529155,Cafes and Restaurants
1868,100353,621,Indoor,East Melbourne,Degani @ East Melbourne,144.9787048,-37.80963919,Cafes and Restaurants
1869,105961,45,Outdoor,Melbourne (CBD),Gordons Cafe & Bar,144.9643486,-37.81473293,Cafes and Restaurants
1870,103498,369,Indoor,North Melbourne,5 Lire,144.9500956,-37.802235,Cafes and Restaurants
1871,104651,54,Outdoor,Melbourne (CBD),Roll'd,144.9614053,-37.8142907,Cafes and Restaurants
1873,101152,43,Indoor,Melbourne (CBD),Cafe Felice,144.9601886,-37.81547268,Cafes and Restaurants
1875,105961,45,Outdoor,Melbourne (CBD),Cafe Insieme,144.9643486,-37.81473293,Cafes and Restaurants
1877,105383,62,Outdoor,Melbourne (CBD),Delhi Rocks,144.9553894,-37.81500707,Cafes and Restaurants
1878,107551,240,Indoor,Carlton,Keiser Cafe,144.9592355,-37.80185711,Cafes and Restaurants
1880,575820,802,Outdoor,Southbank,Nashi ,144.962154,-37.82167834,Cafes and Restaurants
1881,108538,56,Indoor,Melbourne (CBD),Noodle Wizard,144.9676479,-37.81246709,Cafes and Restaurants
1882,105831,58,Indoor,Melbourne (CBD),East End Den,144.9711092,-37.81101377,Cafes and Restaurants
1883,105830,58,Outdoor,Melbourne (CBD),Punch Lane Wine Bar/Restaurant,144.971363,-37.81092017,Cafes and Restaurants
1884,105024,356,Indoor,North Melbourne,Code Black Howard Street,144.9536735,-37.80422555,Cafes and Restaurants
1885,601810,1109,Indoor,Docklands,Almina,144.9390269,-37.81517782,Cafes and Restaurants
1886,108116,14,Outdoor,Melbourne (CBD),Bond Street Kitchen,144.9625773,-37.81829599,Cafes and Restaurants
1887,616034,2524,Indoor,Kensington,Fruits of Passion,144.9299933,-37.79392952,Cafes and Restaurants
1888,105707,64,Outdoor,Melbourne (CBD),Claypots Barbarossa,144.9606809,-37.81303978,Cafes and Restaurants
1889,105965,46,Indoor,Melbourne (CBD),Il Bacaro Cucina E Bar,144.9678599,-37.81376794,Cafes and Restaurants
1890,109418,26,Outdoor,Melbourne (CBD),Campari Spritz Point,144.9674304,-37.81584777,Cafes and Restaurants
1891,103123,203,Indoor,Carlton,Cafe Sua Da,144.9655339,-37.79670704,Cafes and Restaurants
1892,106242,252,Indoor,Carlton,Il Gambero On The Park ,144.9668138,-37.803305,Cafes and Restaurants
1893,602997,47,Outdoor,Melbourne (CBD),The Unspoken Travels of Oscar Ryan Espresso Bar,144.9701092,-37.81281453,Cafes and Restaurants
1894,102158,37,Outdoor,Melbourne (CBD),Doc Martins,144.9705847,-37.81393777,Cafes and Restaurants
1895,109389,66,Indoor,Melbourne (CBD),Nine Taiwanese Dessert House,144.9651047,-37.81169356,Cafes and Restaurants
1896,106956,232,Indoor,Carlton,Scopri Italian Food & Wine ,144.9749221,-37.79568657,Cafes and Restaurants
1897,110944,866,Outdoor,South Yarra,Fawkner Park Tennis Centre,144.9800012,-37.83804253,Cafes and Restaurants
1898,589450,790,Indoor,Port Melbourne,Bonnie and Duke Cafe Port Melbourne,144.9050213,-37.82653298,Cafes and Restaurants
1899,105831,58,Indoor,Melbourne (CBD),Bamboo House,144.9711092,-37.81101377,Cafes and Restaurants
1900,100167,104,Indoor,Melbourne (CBD),I Love Dumplings,144.9599969,-37.80914342,Cafes and Restaurants
1902,103618,78,Indoor,Melbourne (CBD),Tower Sushi,144.9699756,-37.80941489,Cafes and Restaurants
1903,111175,803,Indoor,Southbank,No. 8 by John Lawson,144.9586604,-37.82312164,Cafes and Restaurants
1904,620313,1110,Indoor,Docklands,Chillipadi Mamak,144.9378299,-37.81315031,Cafes and Restaurants
1905,106235,247,Outdoor,Carlton,Lygon Dolce Vita,144.9672092,-37.80180395,Cafes and Restaurants
1906,105402,12,Indoor,Melbourne (CBD),Monkey Bar Noodles & Sushi,144.9576378,-37.81992762,Cafes and Restaurants
1908,601815,1109,Outdoor,Docklands,Aree Thai,144.9401994,-37.81427742,Cafes and Restaurants
1910,110655,6,Outdoor,Melbourne (CBD),Pilgrim,144.9689349,-37.81865919,Cafes and Restaurants
1912,104080,105,Indoor,Melbourne (CBD),Bali Bagus On Franklin,144.9617628,-37.80816923,Cafes and Restaurants
1913,103187,64,Indoor,Melbourne (CBD),Little Ramen Bar,144.9622831,-37.81321386,Cafes and Restaurants
1914,110765,24,Indoor,Melbourne (CBD),Northeast China Family,144.9638971,-37.81719967,Cafes and Restaurants
1915,110091,12,Indoor,Melbourne (CBD),Hudson's Coffee,144.9591876,-37.8192157,Cafes and Restaurants
1917,613252,1108,Indoor,Docklands,Paper Chase,144.9458305,-37.821044,Cafes and Restaurants
1918,103942,15,Indoor,Melbourne (CBD),Cafe Andiamo,144.9659028,-37.81706291,Cafes and Restaurants
1919,106105,246,Indoor,Carlton,Cafe Notturno,144.9664967,-37.80144374,Cafes and Restaurants
1920,103999,12,Indoor,Melbourne (CBD),Williams Bar Cafe,144.9595106,-37.81943285,Cafes and Restaurants
1922,105901,68,Indoor,Melbourne (CBD),Deli 1884,144.9714138,-37.81033978,Cafes and Restaurants
1923,620270,739,Outdoor,Southbank,Blondie Bar,144.9677949,-37.82420378,Cafes and Restaurants
1924,608355,1110,Indoor,Docklands,Johnie's Lounge,144.9419092,-37.81284814,Cafes and Restaurants
1925,603923,78,Indoor,Melbourne (CBD),Degani At Urban Workshop,144.9707325,-37.8091842,Cafes and Restaurants
1928,109360,245,Outdoor,Carlton,Colourful Yunnan Restaurant,144.9642366,-37.80062759,Cafes and Restaurants
1930,613252,1108,Outdoor,Docklands,Heavy D's Cafe & Sanwich Bar,144.9458305,-37.821044,Cafes and Restaurants
1931,101048,239,Indoor,Carlton,Garage Cafe & Bar,144.9584099,-37.80041082,Cafes and Restaurants
1932,105958,44,Outdoor,Melbourne (CBD),Oriental Tea House,144.9620207,-37.81551671,Cafes and Restaurants
1933,106017,74,Indoor,Melbourne (CBD),CJ Lunchbar ,144.9603411,-37.81187439,Cafes and Restaurants
1934,110734,752,Indoor,Southbank,Fatto Bar & Cantina,144.9682264,-37.82094188,Cafes and Restaurants
1935,589841,76,Outdoor,Melbourne (CBD),Meat Fish Wine,144.9657034,-37.810658,Cafes and Restaurants
1936,102073,26,Outdoor,Melbourne (CBD),Yak Italian Kitchen & Bar,144.9687553,-37.81543178,Cafes and Restaurants
1937,110377,731,Outdoor,Southbank,McDonald's,144.9578749,-37.82832676,Cafes and Restaurants
1938,109360,245,Indoor,Carlton,Colourful Yunnan Restaurant,144.9642366,-37.80062759,Cafes and Restaurants
1939,110368,809,Outdoor,Southbank,Kerekere,144.9612867,-37.82576299,Cafes and Restaurants
1942,606638,96,Indoor,Melbourne (CBD),Pearson and Murph'y Cafe,144.9645504,-37.80818365,Cafes and Restaurants
1944,105917,36,Indoor,Melbourne (CBD),Alice's Thai Restaurant,144.9670943,-37.81447237,Cafes and Restaurants
1946,613252,1108,Outdoor,Docklands,A25,144.9458305,-37.821044,Cafes and Restaurants
1951,107986,346,Indoor,North Melbourne,French Quarter Patisserie,144.9484758,-37.80271264,Cafes and Restaurants
1952,110696,113,Outdoor,Melbourne (CBD),Invita,144.9572395,-37.80745984,Cafes and Restaurants
1953,110385,808,Outdoor,Southbank,Rumour Restaurant Bar & Lounge,144.9618918,-37.82382188,Cafes and Restaurants
1955,601809,1109,Indoor,Docklands,Goldleaf BBQ Cuisine,144.9390269,-37.81517782,Cafes and Restaurants
1957,101225,58,Outdoor,Melbourne (CBD),Ombra,144.9709443,-37.81170263,Cafes and Restaurants
1958,609487,1105,Outdoor,Docklands,Nine Elephants Thai Restaurant,144.9489519,-37.81914692,Cafes and Restaurants
1959,109677,97,Indoor,Melbourne (CBD),Han Guuk Guan Korean Restaurant,144.9679821,-37.8075865,Cafes and Restaurants
1960,613252,1108,Outdoor,Docklands,Panda Loves Fish,144.9458305,-37.821044,Cafes and Restaurants
1961,106245,252,Outdoor,Carlton,Mawal,144.9667447,-37.80359309,Cafes and Restaurants
1966,108234,226,Indoor,Carlton,Moretons Brasserie,144.9711405,-37.79543508,Cafes and Restaurants
1967,611786,1108,Outdoor,Docklands,Hortus x Seven Seeds,144.9452948,-37.81711584,Cafes and Restaurants
1970,102057,28,Outdoor,Melbourne (CBD),Signature Coffee,144.9737201,-37.81372701,Cafes and Restaurants
1971,101097,35,Outdoor,Melbourne (CBD),Cafe Segovia,144.9643901,-37.81526825,Cafes and Restaurants
1973,102063,28,Indoor,Melbourne (CBD),Asian Pavillion ,144.9726281,-37.81430616,Cafes and Restaurants
1974,105966,47,Indoor,Melbourne (CBD),Famished,144.9693812,-37.81330421,Cafes and Restaurants
1975,110343,806,Indoor,Southbank,KFC,144.9583432,-37.82559096,Cafes and Restaurants
1976,110095,42,Indoor,Melbourne (CBD),Pok Pok Junior,144.9578132,-37.81636534,Cafes and Restaurants
1979,589841,76,Outdoor,Melbourne (CBD),Schnitz QV,144.9657034,-37.810658,Cafes and Restaurants
1980,102034,360,Indoor,North Melbourne,Yeonga,144.956923,-37.80560474,Cafes and Restaurants
1981,102178,870,Indoor,Melbourne (Remainder),My Serendipity Cafe,144.982664,-37.84633593,Cafes and Restaurants
1982,602733,786,Indoor,Port Melbourne,Subway,144.920988,-37.82600955,Cafes and Restaurants
1983,108232,226,Outdoor,Carlton,Fu Lu Chinese Cafe,144.9711594,-37.79532263,Cafes and Restaurants
1984,110417,812,Outdoor,Southbank,Celina Cafe,144.9658273,-37.82280752,Cafes and Restaurants
1985,101172,52,Indoor,Melbourne (CBD),Blu Fish Cafe,144.9561073,-37.81571393,Cafes and Restaurants
1986,616022,2524,Outdoor,Kensington,The Premises Espresso,144.9301769,-37.79426147,Cafes and Restaurants
1987,609479,1108,Indoor,Docklands,Coffee Gauge,144.9441447,-37.82029136,Cafes and Restaurants
1988,588500,97,Indoor,Melbourne (CBD),Blu Point Caffe,144.9664575,-37.80822377,Cafes and Restaurants
1990,108115,14,Outdoor,Melbourne (CBD),Maha Bar & Grill,144.9625299,-37.81819275,Cafes and Restaurants
1991,576024,1104,Indoor,Docklands,Booji Cafe,144.9479753,-37.81925128,Cafes and Restaurants
1992,103955,12,Indoor,Melbourne (CBD),Four 8 Five Cafe Bar & Dining,144.9581001,-37.81936891,Cafes and Restaurants
1993,105862,62,Indoor,Melbourne (CBD),SMXL,144.9563672,-37.81477885,Cafes and Restaurants
1994,110323,753,Indoor,Southbank,Melba Restaurant,144.9662623,-37.82066923,Cafes and Restaurants
1995,110551,781,Indoor,Port Melbourne,Hall St Cafe,144.9253775,-37.82304058,Cafes and Restaurants
1996,108236,226,Outdoor,Carlton,Calrton Pizzeria Bar and Restaurant,144.9711231,-37.79553609,Cafes and Restaurants
1997,106227,247,Indoor,Carlton,Il Gusto,144.9671605,-37.80118693,Cafes and Restaurants
1998,592048,52,Indoor,Melbourne (CBD),La Di Da,144.9556244,-37.81551353,Cafes and Restaurants
1999,560001,1109,Indoor,Docklands,Rejuice Bar & Cafe,144.9412614,-37.81460533,Cafes and Restaurants
2000,108233,226,Outdoor,Carlton,The Olive Jar,144.9711498,-37.7953809,Cafes and Restaurants
2001,108114,14,Outdoor,Melbourne (CBD),Cafe 34,144.9624375,-37.81798973,Cafes and Restaurants
2002,618951,920,Indoor,Parkville,Isabella ,144.9550404,-37.79885182,Cafes and Restaurants
2003,578322,6,Outdoor,Melbourne (CBD),Cafe Chinotto,144.9699175,-37.81784465,Cafes and Restaurants
2005,575820,802,Indoor,Southbank,The Meat & Wine Co,144.962154,-37.82167834,Cafes and Restaurants
2006,108588,47,Outdoor,Melbourne (CBD),Ba'get,144.9685948,-37.81316722,Cafes and Restaurants
2008,104453,243,Outdoor,Carlton,Animal Orchestra,144.9634206,-37.80059737,Cafes and Restaurants
2009,105913,38,Indoor,Melbourne (CBD),Rare Steakhouse,144.9716953,-37.81309819,Cafes and Restaurants
2010,106229,247,Outdoor,Carlton,Villa Romana,144.9673242,-37.80137656,Cafes and Restaurants
2011,664626,270,Indoor,Parkville,HJC Bar,144.9612468,-37.79739836,Cafes and Restaurants
2012,108552,66,Indoor,Melbourne (CBD),Nam Loong Restaurant,144.9671667,-37.81140869,Cafes and Restaurants
2014,105928,35,Indoor,Melbourne (CBD),Cafe Segovia,144.9642254,-37.81528948,Cafes and Restaurants
2015,111078,266,Outdoor,Carlton,Orr Street Cafe,144.9654007,-37.8063402,Cafes and Restaurants
2016,108583,67,Indoor,Melbourne (CBD),Shou Sumiyaki,144.9678632,-37.81158809,Cafes and Restaurants
2018,560004,1109,Outdoor,Docklands,Medici Cafe Bar Restaurant,144.942139,-37.81434525,Cafes and Restaurants
2019,108458,915,Outdoor,Parkville,Cafe Royale,144.9575513,-37.79539648,Cafes and Restaurants
2020,579362,773,Indoor,Docklands,Mad Duck Cafe,144.9435506,-37.82438863,Cafes and Restaurants
2022,598605,444,Indoor,West Melbourne (Residential),Western Coffee Lounge,144.9503335,-37.81194572,Cafes and Restaurants
2023,106438,13,Outdoor,Melbourne (CBD),KCL (Koury's Coffee Lounge) ,144.9611339,-37.81848796,Cafes and Restaurants
2026,108973,1101,Indoor,Docklands,Grill'd,144.9523393,-37.81815358,Cafes and Restaurants
2027,103325,35,Outdoor,Melbourne (CBD),Hudsons Elizabeth Street,144.9641934,-37.81591326,Cafes and Restaurants
2028,110435,748,Indoor,Southbank,Humbaba,144.9695681,-37.83002436,Cafes and Restaurants
2029,105698,65,Indoor,Melbourne (CBD),Chokolait,144.9638386,-37.81245199,Cafes and Restaurants
2030,598269,91,Indoor,West Melbourne (Residential),Impresso Cafe,144.9535989,-37.81229604,Cafes and Restaurants
2032,101231,58,Indoor,Melbourne (CBD),Cafe On Bourke,144.971689,-37.81137728,Cafes and Restaurants
2033,109303,85,Outdoor,Melbourne (CBD),Starbucks ,144.9642637,-37.8112271,Cafes and Restaurants
2035,573414,1108,Indoor,Docklands,In A Rush 800,144.9451224,-37.81888389,Cafes and Restaurants
2036,105933,33,Indoor,Melbourne (CBD),Thailander,144.9605354,-37.8162542,Cafes and Restaurants
2037,110765,24,Outdoor,Melbourne (CBD),Robot Sushi & Bar,144.9638971,-37.81719967,Cafes and Restaurants
2038,611366,1108,Outdoor,Docklands,Melbourne Vietnam Noodle House,144.9446836,-37.81993681,Cafes and Restaurants
2039,101212,57,Indoor,Melbourne (CBD),Ginza Teppanyaki Japanese Restaurant,144.9685359,-37.81206119,Cafes and Restaurants
2041,106291,652,Indoor,East Melbourne,Treasury Eats Cafe ,144.9755868,-37.81264492,Cafes and Restaurants
2043,106149,207,Outdoor,Carlton,Milk The Cow,144.9671258,-37.79777439,Cafes and Restaurants
2045,103908,931,Indoor,Parkville,Smith And Singleton,144.9501914,-37.79382016,Cafes and Restaurants
2046,611367,1108,Outdoor,Docklands,Caffe Esc,144.9457644,-37.82205739,Cafes and Restaurants
2047,578322,6,Indoor,Melbourne (CBD),Bokchoy Tang,144.9699175,-37.81784465,Cafes and Restaurants
2048,101789,25,Outdoor,Melbourne (CBD),Eurolane Cafe ,144.9655966,-37.8166033,Cafes and Restaurants
2049,110858,88,Indoor,Melbourne (CBD),Ways & Means Cafe,144.9710147,-37.80814522,Cafes and Restaurants
2050,103167,14,Outdoor,Melbourne (CBD),McDonalds,144.9644996,-37.81782922,Cafes and Restaurants
2051,109301,65,Indoor,Melbourne (CBD),McDonalds,144.9645071,-37.81180752,Cafes and Restaurants
2052,602733,786,Outdoor,Port Melbourne,Black Jack Cafe,144.920988,-37.82600955,Cafes and Restaurants
2054,110336,801,Indoor,Southbank,The Bond Store Cafe,144.9638744,-37.82193589,Cafes and Restaurants
2055,103948,14,Indoor,Melbourne (CBD),Toby's Estate Coffee,144.963491,-37.81775826,Cafes and Restaurants
2056,103396,345,Outdoor,North Melbourne,Toast Kitchen Cafe,144.9490423,-37.80463699,Cafes and Restaurants
2057,105953,43,Indoor,Melbourne (CBD),Bistro Vue,144.9601101,-37.81596878,Cafes and Restaurants
2058,108627,720,Indoor,Melbourne (Remainder),Aromatic Espresso,144.9770428,-37.83774553,Cafes and Restaurants
2059,110433,748,Outdoor,Southbank,Nashi ,144.9702153,-37.82981139,Cafes and Restaurants
2060,104563,84,Indoor,Melbourne (CBD),Krimper,144.9601274,-37.81115719,Cafes and Restaurants
2061,105936,33,Indoor,Melbourne (CBD),Dikstein's Corner Bar,144.9603413,-37.81631094,Cafes and Restaurants
2062,602256,571,Outdoor,Kensington,Saj Mediterranean Grill,144.9155212,-37.78257294,Cafes and Restaurants
2063,111175,803,Indoor,Southbank,Rosetta,144.9586604,-37.82312164,Cafes and Restaurants
2065,101165,41,Outdoor,Melbourne (CBD),Kinfolk Cafe,144.9541004,-37.81721781,Cafes and Restaurants
2067,104437,920,Outdoor,Parkville,Hudsons Coffee Melbourne Private,144.9559628,-37.79854141,Cafes and Restaurants
2068,108073,53,Indoor,Melbourne (CBD),Oree,144.9599857,-37.81452036,Cafes and Restaurants
2069,110690,113,Indoor,Melbourne (CBD),Coffea Coffee,144.9572395,-37.80745984,Cafes and Restaurants
2070,101219,57,Indoor,Melbourne (CBD),Chine On Paramount / Chine Express ,144.9697778,-37.81170307,Cafes and Restaurants
2071,102165,38,Indoor,Melbourne (CBD),Koko Black Chocolate,144.9718392,-37.81355886,Cafes and Restaurants
2072,106229,247,Indoor,Carlton,Villa Romana,144.9673242,-37.80137656,Cafes and Restaurants
2073,110011,607,Outdoor,East Melbourne,Memoria Cafe,144.98763,-37.81638646,Cafes and Restaurants
2074,103938,16,Indoor,Melbourne (CBD),Ezard,144.9683751,-37.81635789,Cafes and Restaurants
2075,110671,113,Indoor,Melbourne (CBD),Josies Food Bar,144.9572395,-37.80745984,Cafes and Restaurants
2077,103419,345,Outdoor,North Melbourne,Snax Deli,144.9492871,-37.80323404,Cafes and Restaurants
2078,110452,748,Indoor,Southbank,Arkibar,144.9700956,-37.82936085,Cafes and Restaurants
2079,110095,42,Outdoor,Melbourne (CBD),Spin Coffee,144.9578132,-37.81636534,Cafes and Restaurants
2080,110606,753,Outdoor,Southbank,Bluetrain,144.9662623,-37.82066923,Cafes and Restaurants
2081,504544,58,Indoor,Melbourne (CBD),Red Pepper Indian Restaurant,144.972413,-37.81127672,Cafes and Restaurants
2082,106090,254,Indoor,Carlton,Universal Pizza,144.966075,-37.80391066,Cafes and Restaurants
2083,611367,1108,Indoor,Docklands,Koji Sushi,144.9457644,-37.82205739,Cafes and Restaurants
2084,109314,95,Indoor,Melbourne (CBD),KFC,144.963217,-37.80904283,Cafes and Restaurants
2086,105868,64,Indoor,Melbourne (CBD),Nando's,144.9609004,-37.81365679,Cafes and Restaurants
2087,101226,58,Indoor,Melbourne (CBD),Bottega Restaurant,144.9710074,-37.81168307,Cafes and Restaurants
2088,611394,1,Outdoor,Melbourne (CBD),Nandos Northbank,144.9565185,-37.82099397,Cafes and Restaurants
2089,609487,1105,Outdoor,Docklands,The Hof Downtown,144.9489519,-37.81914692,Cafes and Restaurants
2090,511518,114,Outdoor,Melbourne (CBD),CY Sushi & Noodle,144.9599508,-37.80794087,Cafes and Restaurants
2091,602733,786,Outdoor,Port Melbourne,Subway,144.920988,-37.82600955,Cafes and Restaurants
2092,101172,52,Outdoor,Melbourne (CBD),Mistress Bourke and the King,144.9561073,-37.81571393,Cafes and Restaurants
2096,111175,803,Indoor,Southbank,Spice Temple,144.9586604,-37.82312164,Cafes and Restaurants
2097,108975,18,Indoor,Melbourne (CBD),The Truffula Seed Cafe,144.9739716,-37.81505201,Cafes and Restaurants
2098,620308,1110,Indoor,Docklands,Gloria Jean's Coffees Harbour Town,144.9378299,-37.81315031,Cafes and Restaurants
2100,101217,57,Indoor,Melbourne (CBD),Flower Drum,144.9692645,-37.81207094,Cafes and Restaurants
2101,102067,27,Outdoor,Melbourne (CBD),Barista 101,144.9707498,-37.81492031,Cafes and Restaurants
2102,105989,95,Indoor,Melbourne (CBD),Little Charley - Brady Hotels Central Melbourne,144.9626724,-37.80917165,Cafes and Restaurants
2103,103942,15,Indoor,Melbourne (CBD),The Journal Canteen/Oskars Kitchen,144.9659028,-37.81706291,Cafes and Restaurants
2104,105684,66,Outdoor,Melbourne (CBD),International Diethnes Cakes,144.9668486,-37.81118708,Cafes and Restaurants
2105,101176,53,Indoor,Melbourne (CBD),Rosa's Canteen,144.9587607,-37.81494883,Cafes and Restaurants
2106,599505,1103,Outdoor,Docklands,Kagawa Japanese Cafe,144.947217,-37.81817241,Cafes and Restaurants
2107,101180,53,Indoor,Melbourne (CBD),Donatos Licensed Cafe Restaurant,144.9595998,-37.81486162,Cafes and Restaurants
2109,620314,1110,Indoor,Docklands,The Groove Train,144.9378299,-37.81315031,Cafes and Restaurants
2110,106373,44,Indoor,Melbourne (CBD),Red Spice Road,144.9614687,-37.8152325,Cafes and Restaurants
2112,103315,45,Outdoor,Melbourne (CBD),Pho Flinders,144.963743,-37.81484304,Cafes and Restaurants
2114,106189,217,Outdoor,Carlton,Trotters Restaurant,144.9677565,-37.79763393,Cafes and Restaurants
2115,101186,54,Indoor,Melbourne (CBD),Corner & Bench,144.961492,-37.81443611,Cafes and Restaurants
2116,110343,806,Indoor,Southbank,McDonalds,144.9583432,-37.82559096,Cafes and Restaurants
2117,105851,54,Indoor,Melbourne (CBD),Triim,144.9612043,-37.8138513,Cafes and Restaurants
2118,105747,85,Indoor,Melbourne (CBD),Sakura Kaiten Sushi II,144.9639969,-37.81152964,Cafes and Restaurants
2120,103929,17,Indoor,Melbourne (CBD),Yu-U,144.9700425,-37.8157316,Cafes and Restaurants
2121,110147,43,Indoor,Melbourne (CBD),Trios Cafe,144.9589224,-37.81630648,Cafes and Restaurants
2122,106076,266,Indoor,Carlton,No1 Steam Boat,144.9656386,-37.80673947,Cafes and Restaurants
2123,104028,17,Indoor,Melbourne (CBD),Tonka Bar & Restaurant,144.9714735,-37.81589712,Cafes and Restaurants
2124,598658,1104,Indoor,Docklands,Twirled Pasta Bar,144.9479753,-37.81925128,Cafes and Restaurants
2125,106096,254,Indoor,Carlton,Tank Fish And Chippery ,144.9661179,-37.80366248,Cafes and Restaurants
2131,106373,44,Outdoor,Melbourne (CBD),Red Spice Road,144.9614687,-37.8152325,Cafes and Restaurants
2132,108076,63,Outdoor,Melbourne (CBD),Sool Tong,144.9599073,-37.81386746,Cafes and Restaurants
2133,104003,14,Indoor,Melbourne (CBD),Anchor Espresso,144.9627098,-37.81858716,Cafes and Restaurants
2134,106246,252,Indoor,Carlton,Pasta Rustica Ristorante,144.966737,-37.80366897,Cafes and Restaurants
2135,106023,72,Indoor,Melbourne (CBD),The Little Cafe On Healeys Lane,144.9555653,-37.81329521,Cafes and Restaurants
2138,589841,76,Indoor,Melbourne (CBD),Meat Fish Wine,144.9657034,-37.810658,Cafes and Restaurants
2139,103601,57,Indoor,Melbourne (CBD),Golden Delicious,144.9699123,-37.81128986,Cafes and Restaurants
2140,558316,51,Indoor,Melbourne (CBD),Langleys,144.9540371,-37.81626998,Cafes and Restaurants
2141,108581,67,Indoor,Melbourne (CBD),Seoul House Korean Restaurant,144.9676444,-37.81098272,Cafes and Restaurants
2142,602256,571,Indoor,Kensington,Zigzag Salads & Burgers,144.9155212,-37.78257294,Cafes and Restaurants
2144,105850,54,Outdoor,Melbourne (CBD),Coffee 7,144.9613937,-37.81379622,Cafes and Restaurants
2145,106017,74,Outdoor,Melbourne (CBD),Gypsy & Pig,144.9603411,-37.81187439,Cafes and Restaurants
2146,103407,345,Outdoor,North Melbourne,Wonky Trolley,144.9490476,-37.80390823,Cafes and Restaurants
2147,108646,724,Outdoor,Melbourne (Remainder),Rice @ Chevron,144.9798191,-37.8455379,Cafes and Restaurants
2148,625840,47,Outdoor,Melbourne (CBD),Roll'd Southen Cross Lane,144.9701092,-37.81281453,Cafes and Restaurants
2149,109312,95,Outdoor,Melbourne (CBD),Hungry Jack's,144.9634198,-37.80945732,Cafes and Restaurants
2150,111071,18,Indoor,Melbourne (CBD),No 8 Exhibition Cafe,144.9727209,-37.81546181,Cafes and Restaurants
2151,105743,74,Indoor,Melbourne (CBD),Moo Moo Pho,144.9617626,-37.81212877,Cafes and Restaurants
2152,111067,252,Indoor,Carlton,Carlton Curry House,144.9666993,-37.80443778,Cafes and Restaurants
